,0,1,2,3,4,5,6,7
252,972.0,31.11111111111111,4.0,0.92,0.8,2.5,4,2.451371672212874
253,982.0,33.333333333333336,2.95,1.34,0.95,2.5,4,1.310981948518566
254,999.0,20.27777777777778,4.0,0.65,0.92,1.5,4,2.3021321937359125
255,1000.0,33.333333333333336,3.43,0.92,0.83,2.5,4,0.8911954713303119
256,1001.0,16.944444444444443,2.32,0.74,1.04,2.5,4,1.1220542708845536
257,1012.0,16.944444444444443,0.82,0.98,2.5,2.5,4,1.9125614852952055
258,1024.0,33.333333333333336,4.0,0.74,0.95,2.5,4,1.2235828004384444
259,1048.0,16.11111111111111,4.0,0.56,0.83,2.5,4,0.7164841244864276
260,1050.0,23.61111111111111,4.0,0.74,0.8,2.5,4,0.8944851720298828
261,1061.0,10.277777777777777,3.88,0.77,0.8,2.5,4,0.4139612904875385
262,1096.0,15.277777777777777,0.67,0.62,2.3,1.95,4,1.1168076687150652
263,1109.0,33.333333333333336,4.0,0.92,1.25,1.53,4,2.025345822737002
264,1110.0,16.944444444444443,0.16,0.86,0.98,2.5,4,1.2666027432324491
265,1115.0,33.333333333333336,4.0,0.98,1.73,2.5,4,2.104091312907875
266,1127.0,19.444444444444443,4.0,0.74,0.8,2.5,4,1.2612105820420534
267,1130.0,10.277777777777777,0.04,0.98,2.5,1.59,4,2.1077673363949345
268,1146.0,33.333333333333336,4.0,0.83,0.8,2.5,4,1.3816709912721699
269,1147.0,19.444444444444443,4.0,0.71,0.83,2.5,4,1.3369234310827987
270,1157.0,13.61111111111111,0.13,1.07,2.0,1.92,4,1.4940840064153136
271,1158.0,16.11111111111111,2.56,0.68,1.79,2.5,4,0.9266776620298138
272,1159.0,33.333333333333336,4.0,0.86,0.8,1.5,4,2.203405050393231
273,1160.0,33.333333333333336,3.91,1.13,1.31,2.5,4,0.8089324247904014
274,1161.0,33.333333333333336,3.9700000000000006,1.22,0.95,2.5,4,2.405578941321875
275,1166.0,13.61111111111111,0.94,0.83,1.64,2.25,4,1.6562778152209308
276,1167.0,33.333333333333336,4.0,1.04,0.83,1.53,4,2.2378418544024132
277,1175.0,21.11111111111111,3.7,0.77,0.8,2.37,4,0.5022319354740081
278,1178.0,20.27777777777778,4.0,0.74,0.86,2.5,4,0.5486181104494847
279,1184.0,16.944444444444443,0.73,0.86,1.01,2.5,4,0.44989554986794167
280,1185.0,22.77777777777778,4.0,0.77,0.8,2.5,4,0.5932456687070929
281,1186.0,19.444444444444443,0.79,0.95,0.89,2.5,4,0.6158923073308133
282,1188.0,16.944444444444443,4.0,0.74,0.98,2.5,4,0.9019697354712217
283,1193.0,33.333333333333336,4.0,0.71,1.04,2.5,4,1.0767288395082502
284,1209.0,33.333333333333336,4.0,0.77,0.89,2.5,4,1.1652583527950444
285,1236.0,33.333333333333336,4.0,0.95,1.52,2.5,4,2.278605931481314
286,1243.0,18.61111111111111,4.0,0.74,0.83,2.5,4,1.537709912773193
287,1248.0,11.944444444444445,3.1,0.8,2.45,2.5,4,3.6814250824969847
288,1264.0,30.27777777777778,4.0,1.28,0.8,2.49,4,3.6085560101515743
289,1267.0,33.333333333333336,0.67,0.77,1.4,2.5,4,0.9951736399534545
290,1272.0,33.333333333333336,4.0,0.89,0.8,1.95,4,1.5004344227930575
291,1274.0,24.444444444444443,0.67,1.01,0.89,2.5,4,0.8399271554834771
292,1277.0,18.61111111111111,2.1100000000000003,0.53,1.22,1.59,4,1.2264327404906215
293,1287.0,20.27777777777778,1.9,0.65,0.92,1.92,4,1.799720630078145
294,1288.0,15.277777777777777,0.04,0.68,1.1,2.34,4,0.5912970864249476
295,1289.0,30.27777777777778,2.86,1.04,2.5,1.56,4,2.3810659954800757
296,1290.0,14.444444444444445,1.84,0.95,1.07,2.5,4,1.5443521933261113
297,1297.0,33.333333333333336,4.0,0.8,0.8,2.5,4,2.042042440857945
298,1298.0,21.944444444444443,4.0,0.59,0.8,2.5,4,1.5596677560800685
299,1300.0,16.11111111111111,4.0,0.56,0.92,1.62,4,2.9388007626341146
300,1310.0,33.333333333333336,0.1,1.13,2.5,2.5,4,1.1725055533866724
301,1312.0,33.333333333333336,4.0,0.53,1.79,2.5,4,1.9793197186262323
302,1313.0,13.61111111111111,1.12,0.53,1.25,1.95,4,1.5091206142956635
303,1314.0,16.944444444444443,1.27,0.95,1.58,2.5,4,0.561228168242762
304,1317.0,25.27777777777778,0.34,1.07,1.52,2.5,4,0.6159700719383017
305,1323.0,33.333333333333336,3.46,0.53,0.98,2.5,4,0.8278320263533063
306,1328.0,21.944444444444443,4.0,0.8,0.95,1.8,4,1.7192398684603258
307,1329.0,17.77777777777778,1.33,0.53,1.37,2.5,4,1.8617168179940804
308,1332.0,15.277777777777777,1.33,0.53,0.86,2.5,4,1.7893999383776957
309,1337.0,33.333333333333336,4.0,1.16,1.73,2.5,4,5.249517960173228
310,1338.0,12.777777777777777,1.96,0.74,0.92,2.5,4,2.216288412108412
311,1342.0,11.11111111111111,0.34,0.5,0.8,1.56,4,2.040048400288237
312,1349.0,26.944444444444443,3.1,0.68,0.8,2.5,4,1.721444978336094
313,1350.0,14.444444444444445,1.45,0.56,0.98,2.5,4,3.026524143667091
314,1357.0,16.944444444444443,0.49,0.53,1.34,1.5,4,2.6118769777891657
315,1358.0,21.11111111111111,1.39,0.53,0.83,2.5,4,1.0537979600844722
316,1359.0,33.333333333333336,3.82,0.65,0.8,1.53,4,0.9125358325318915
317,1360.0,33.333333333333336,3.43,0.62,0.8,2.5,4,1.2723394663049747
318,1361.0,14.444444444444445,0.43,0.59,1.07,1.86,4,0.837096103012003
319,1368.0,33.333333333333336,2.71,0.5,1.1,2.5,4,1.7191189975485486
320,1369.0,33.333333333333336,1.12,0.53,1.22,2.5,4,1.0975503260706392
321,1373.0,25.27777777777778,4.0,0.68,0.8,2.5,4,1.5292390574818218
322,1377.0,9.444444444444445,0.73,0.68,1.28,2.5,4,1.4027008954279099
323,1383.0,33.333333333333336,2.02,0.56,1.97,2.5,4,2.2850681158920207
324,1392.0,15.277777777777777,0.34,0.56,2.06,1.95,4,1.0976590516682132
325,1403.0,20.27777777777778,0.28,1.1,1.46,1.98,4,0.5235057766484992
326,1407.0,16.11111111111111,1.57,0.68,2.03,2.5,4,1.0756498525363867
327,1412.0,15.277777777777777,1.51,1.19,2.42,1.95,4,2.043493376941537
328,1425.0,20.27777777777778,0.94,0.5,2.45,1.56,4,1.160151547405788
329,1430.0,33.333333333333336,0.73,0.53,0.8,2.5,4,0.9633312383044156
330,1431.0,15.277777777777777,2.17,0.92,2.5,1.77,4,1.4330070435922901
331,1444.0,15.277777777777777,1.3,0.5,0.83,2.5,4,0.7109709807230744
332,1468.0,18.61111111111111,1.0000000000000002,1.07,0.8,2.5,4,1.904735861848299
333,1474.0,16.944444444444443,0.55,0.59,1.37,1.53,4,0.8783890611281924
334,1475.0,31.11111111111111,0.13,0.77,2.3,1.62,4,0.58100017879646
335,1476.0,29.444444444444443,2.38,0.5,0.8,2.5,4,0.8031077228241214
336,1483.0,33.333333333333336,4.0,0.83,2.27,2.5,4,0.9301228096994346
337,1488.0,16.944444444444443,0.7,0.77,2.45,2.07,4,1.773951359847337
338,1491.0,33.333333333333336,2.14,1.22,2.48,1.86,4,0.9778009855337917
339,1500.0,20.27777777777778,3.25,0.62,1.64,1.53,4,1.0181412824071008
340,1506.0,33.333333333333336,4.0,0.89,0.8,2.5,4,2.4590916977138026
341,1507.0,17.77777777777778,4.0,0.71,1.28,2.5,4,0.703062818036119
342,1531.0,24.444444444444443,2.86,0.53,0.8,1.56,4,1.3345483700400866
343,1534.0,13.61111111111111,1.09,0.68,1.64,1.8,4,0.9415553673489329
344,1537.0,33.333333333333336,4.0,0.65,1.34,2.5,4,2.592114548811146
345,1539.0,17.77777777777778,0.76,0.86,2.5,1.89,4,0.699045241684447
346,1543.0,33.333333333333336,4.0,1.19,2.5,2.5,4,1.1700203405371687
347,1550.0,30.27777777777778,3.88,0.86,0.8,2.5,4,1.5941060605527875
348,1554.0,18.61111111111111,4.0,0.56,2.5,2.5,4,2.3147661477052317
349,1555.0,15.277777777777777,4.0,0.59,1.19,2.43,4,3.0351927776900465
350,1558.0,18.61111111111111,1.3,0.53,1.91,2.5,4,0.6347244711279071
351,1559.0,16.11111111111111,1.48,0.68,0.86,2.19,4,1.0951116974204587
352,1569.0,30.27777777777778,4.0,0.65,1.73,2.5,4,0.895615168022625
353,1573.0,33.333333333333336,4.0,0.56,1.1,2.5,4,0.979254359844794
354,1574.0,17.77777777777778,0.88,1.01,0.8,2.5,4,1.7397161903809752
355,1582.0,33.333333333333336,4.0,1.1,2.5,1.53,4,3.2873836004146355
356,1583.0,13.61111111111111,1.9,0.83,1.22,2.5,4,0.9120194023935392
357,1584.0,16.11111111111111,4.0,0.8,0.83,2.5,4,0.5518055465741583
358,1588.0,33.333333333333336,2.59,0.5,1.04,2.5,4,1.5171383733159738
359,1591.0,16.944444444444443,0.01,0.5,2.5,2.5,4,1.2857165897210663
360,1592.0,17.77777777777778,1.33,0.56,0.86,2.16,4,1.20194708790237
361,1598.0,11.11111111111111,1.69,0.53,0.95,2.5,4,1.1773794688365957
362,1601.0,22.77777777777778,1.0000000000000002,0.8,0.98,1.65,4,1.1323114783003596
363,1602.0,21.944444444444443,2.32,0.62,0.83,2.5,4,1.3263032100982077
364,1605.0,20.27777777777778,3.04,0.53,0.8,2.5,4,3.6668533076330685
365,1606.0,13.61111111111111,0.34,0.5,1.25,1.8,4,2.0755252642679913
366,1611.0,18.61111111111111,0.58,0.56,0.8,2.46,4,1.7510467934687712
367,1612.0,16.11111111111111,0.37,0.8,1.52,1.62,4,1.646302251327189
368,1613.0,15.277777777777777,2.38,0.56,0.95,2.5,4,0.8265579308594824
369,1614.0,25.27777777777778,1.96,0.68,1.61,2.5,4,2.0370060069441176
370,1661.0,14.444444444444445,1.78,0.56,2.5,2.5,4,2.5756883848153214
371,1670.0,15.277777777777777,1.2400000000000002,0.8,0.8,2.5,4,0.6854788756644545
372,1674.0,32.77777777777778,0.97,0.5,1.01,2.5,4,1.6841126355353926
373,1677.0,16.11111111111111,0.61,0.5,1.01,2.5,4,0.997256357956077
374,1683.0,29.444444444444443,0.31,0.95,2.5,1.8,4,0.7334494090313262
375,1690.0,17.77777777777778,3.85,0.5,0.8,2.5,4,1.426770053019141
376,1691.0,16.11111111111111,2.47,0.53,1.04,2.19,4,1.7860520248886331
377,1695.0,13.61111111111111,0.85,0.65,1.88,1.53,4,0.9907947584947389
378,1704.0,33.333333333333336,4.0,0.71,1.4,2.5,4,1.0613351440259224
379,1706.0,33.333333333333336,4.0,1.01,0.86,1.5,4,0.9749901716439857
380,1714.0,19.444444444444443,2.14,1.04,0.95,1.56,4,1.5348814145271432
381,1715.0,33.333333333333336,4.0,0.89,2.5,1.59,4,1.2130067086693723
382,1716.0,16.944444444444443,4.0,0.86,0.86,1.95,4,1.285817342872398
383,1717.0,33.333333333333336,4.0,0.83,2.42,1.5,4,1.9214136892691454
384,1720.0,14.444444444444445,4.0,0.53,0.89,2.5,4,1.6896528682029193
385,1725.0,31.11111111111111,4.0,1.01,0.8,2.5,4,3.9970200153963615
386,1726.0,33.333333333333336,4.0,0.53,2.21,2.5,4,0.7267888191175786
387,1732.0,11.944444444444445,3.58,0.53,2.27,2.5,4,1.4300702307998816
388,1741.0,26.944444444444443,0.55,1.28,0.83,2.5,4,0.9698789556995362
389,1764.0,33.333333333333336,2.71,1.04,2.5,2.5,4,3.0639811713428724
390,1774.0,33.333333333333336,4.0,1.07,1.61,2.5,4,1.618974225051106
391,1777.0,33.333333333333336,4.0,0.89,0.92,2.5,4,1.4294904334447636
392,1778.0,16.11111111111111,4.0,1.01,2.42,2.5,4,2.23733652562271
393,1780.0,33.333333333333336,4.0,0.59,1.13,2.5,4,1.7443781610790634
394,1782.0,31.11111111111111,4.0,0.68,0.95,2.5,4,0.4974667622677973
395,1788.0,33.333333333333336,3.9399999999999995,0.71,2.5,2.5,4,0.6094546610294413
396,1789.0,33.333333333333336,3.01,0.65,2.5,2.49,4,2.916279282902197
397,1790.0,29.444444444444443,2.65,0.62,0.8,2.5,4,0.9214649017567135
398,1794.0,13.61111111111111,4.0,0.59,1.46,2.22,4,1.6125547060221388
399,1798.0,33.333333333333336,4.0,0.8,1.28,2.5,4,0.9172375088478268
400,1799.0,27.77777777777778,1.33,1.13,2.5,1.53,4,1.056341759142821
401,1801.0,33.333333333333336,4.0,0.74,0.8,2.5,4,3.177409562257724
402,1802.0,30.27777777777778,4.0,1.01,1.43,2.5,4,1.652933354487263
403,1809.0,31.944444444444443,1.9,0.92,2.5,1.56,4,1.527055173609371
404,1817.0,21.944444444444443,2.41,0.92,1.1,1.71,4,0.7401406924404532
405,1818.0,21.11111111111111,3.64,0.71,0.8,2.34,4,1.2976654237503422
406,1819.0,16.944444444444443,0.94,0.77,0.89,2.22,4,2.096071070754946
407,1820.0,22.77777777777778,4.0,1.01,0.8,2.46,4,1.2435531959264923
408,1826.0,29.444444444444443,4.0,0.65,0.86,1.62,4,0.6041002603619684
409,1827.0,27.77777777777778,4.0,0.92,1.22,1.5,4,0.9729794764006579
410,1838.0,11.944444444444445,4.0,0.53,0.83,1.68,4,1.514181203620547
411,1842.0,33.333333333333336,4.0,1.13,1.07,2.5,4,1.7624294146023225
412,1845.0,14.444444444444445,0.58,0.89,2.5,2.46,4,2.0611740979348525
413,1849.0,15.277777777777777,4.0,0.89,0.98,2.46,4,0.8948400696997182
414,1851.0,30.27777777777778,3.82,0.83,2.5,1.5,4,1.7230596695569502
415,1853.0,33.333333333333336,3.88,0.56,2.36,2.5,4,1.1954464316830131
416,1858.0,13.61111111111111,1.03,0.56,2.5,1.59,4,1.0859961984497841
417,1859.0,33.333333333333336,0.01,1.22,2.42,1.56,4,0.7930293865418441
418,1860.0,16.11111111111111,2.41,0.8,0.92,2.5,4,1.9945876358441763
419,1861.0,12.777777777777777,1.57,0.77,1.73,2.5,4,1.5567038325031644
420,1865.0,25.27777777777778,4.0,0.74,0.8,2.5,4,0.7203936734962233
421,1867.0,33.333333333333336,4.0,0.86,0.8,2.5,4,1.3004927862033524
422,1868.0,13.61111111111111,1.06,0.62,1.88,2.5,4,0.872704665196891
423,1872.0,15.277777777777777,1.51,0.86,1.28,1.95,4,0.998833500823886
424,1873.0,15.277777777777777,1.12,0.92,1.52,2.5,4,0.6916334217044151
425,1880.0,16.944444444444443,1.27,0.53,0.8,1.59,4,0.965443569222664
426,1881.0,33.333333333333336,4.0,0.65,1.52,1.53,4,1.4157565871511948
427,1882.0,18.61111111111111,3.4,0.53,1.04,2.5,4,0.7581835719196495
428,1884.0,30.27777777777778,4.0,0.92,1.91,1.59,4,0.8959564190128839
429,1887.0,15.277777777777777,4.0,0.98,0.98,2.5,4,0.8624343444906127
430,1899.0,13.61111111111111,1.6,0.8,0.83,2.34,4,0.8664708761468778
431,1900.0,12.777777777777777,0.67,0.95,1.22,2.04,4,0.7272128424973668
432,1903.0,33.333333333333336,4.0,0.77,0.8,2.5,4,0.8418838524704775
433,1913.0,14.444444444444445,4.0,0.68,0.89,2.5,4,0.9039105681325807
434,1918.0,18.61111111111111,2.62,0.74,0.98,2.5,4,0.3578212120957545
435,1927.0,33.333333333333336,4.0,0.83,0.8,2.5,4,0.513588739709067
436,1934.0,33.333333333333336,4.0,0.74,1.1,2.5,4,2.176800253698803
437,1942.0,14.444444444444445,3.31,0.62,1.82,2.34,4,1.994521572310972
438,1954.0,33.333333333333336,4.0,1.1,0.83,2.5,4,2.2704102965157853
439,1955.0,14.444444444444445,4.0,0.5,1.52,1.68,4,1.221709219960412
440,1956.0,33.333333333333336,1.27,1.07,2.5,1.8,4,2.3980181350375007
441,1960.0,27.77777777777778,2.05,0.86,0.8,2.5,4,0.7105070555492565
442,1966.0,14.444444444444445,0.49,1.07,2.33,1.65,4,0.9683194343715396
443,1969.0,33.333333333333336,4.0,0.83,0.89,1.59,4,0.6875902163419507
444,1980.0,33.333333333333336,0.1,0.5,1.04,2.5,4,2.2260797331618796
445,1981.0,33.333333333333336,0.67,0.77,0.8,1.8,4,2.005890944877425
446,1988.0,33.333333333333336,4.0,1.22,2.5,1.5,4,1.8948144674257825
447,1993.0,29.444444444444443,4.0,0.77,2.48,2.01,4,0.9644636352852609
448,1995.0,20.27777777777778,1.87,0.71,0.83,2.01,4,0.6378334338757382
449,2001.0,18.61111111111111,3.34,0.89,0.8,2.5,4,1.3361588722644753
450,2008.0,33.333333333333336,1.6,0.5,0.86,2.5,4,1.2697317446008227
451,2009.0,33.333333333333336,0.43,0.71,0.8,2.5,4,1.146204113052533
452,2017.0,33.333333333333336,4.0,0.5,1.19,2.5,4,0.9570305567308296
453,2018.0,16.944444444444443,4.0,0.77,1.22,2.31,4,0.7552143632768875
454,2031.0,15.277777777777777,1.42,0.83,0.8,2.5,4,2.7855403451857126
455,2041.0,18.61111111111111,0.61,0.71,2.27,2.34,4,1.0351873066231445
456,2050.0,33.333333333333336,0.52,0.65,1.43,1.5,4,0.9302255698334694
457,2051.0,26.944444444444443,0.46,0.71,0.89,1.53,4,0.6543517623649499
458,2052.0,33.333333333333336,3.25,0.5,2.5,2.37,4,0.7236410760739154
459,2061.0,16.944444444444443,1.39,0.65,0.98,1.62,4,2.5078278698048826
460,2062.0,33.333333333333336,4.0,0.86,0.86,1.5,4,0.8377621512875293
461,2072.0,16.11111111111111,2.35,0.62,1.46,2.5,4,1.169426857079856
462,2073.0,25.27777777777778,4.0,0.8,0.8,1.59,4,1.8047438544745886
463,2074.0,24.444444444444443,2.86,1.01,0.8,2.5,4,0.9150427457361725
464,2083.0,33.333333333333336,3.64,0.77,2.5,1.62,4,1.668038781711234
465,2085.0,33.333333333333336,4.0,0.92,2.5,2.5,4,0.6031593529580535
466,2088.0,21.944444444444443,4.0,1.22,1.13,2.37,4,0.9091312705066109
467,2095.0,33.333333333333336,4.0,0.83,1.43,2.5,4,0.5908484407886776
468,2096.0,33.333333333333336,4.0,1.16,1.13,2.5,4,1.2716427018542615
469,2098.0,33.333333333333336,2.08,0.86,0.8,2.5,4,1.3185960897895668
470,2102.0,15.277777777777777,2.08,0.53,0.8,2.1,4,3.115295653705416
471,2103.0,10.277777777777777,0.76,0.62,1.97,2.04,4,1.9733724609698906
472,2105.0,33.333333333333336,0.13,0.53,0.8,2.01,4,1.5923962181239057
473,2112.0,14.444444444444445,0.13,0.77,0.98,2.37,4,2.6527515837740143
474,2114.0,19.444444444444443,1.45,0.53,0.83,2.46,4,1.7893681002811224
475,2119.0,16.11111111111111,3.55,0.56,1.22,2.43,4,0.7320356822993532
476,2120.0,11.944444444444445,1.54,0.8,1.97,1.77,4,1.3085697539878038
477,2132.0,15.277777777777777,2.65,0.95,0.83,2.5,4,1.2516594725257593
478,2141.0,15.277777777777777,2.83,0.65,1.1,2.46,4,0.7984513260573087
479,2142.0,10.277777777777777,1.06,0.62,1.34,2.5,4,1.634101866079977
480,2146.0,14.444444444444445,4.0,0.62,2.5,2.5,4,4.346041934532898
481,2163.0,33.333333333333336,4.0,0.65,0.8,2.5,4,2.3806372457006546
482,2172.0,33.333333333333336,1.42,1.46,2.5,1.56,4,3.4064228586259944
483,2180.0,15.277777777777777,0.34,0.56,1.31,2.5,4,1.0384454194369637
484,2188.0,27.77777777777778,3.58,0.5,0.8,2.5,4,1.1542983011319787
485,2201.0,16.11111111111111,1.78,0.56,0.86,2.43,4,1.055853829029496
486,2207.0,33.333333333333336,0.19,0.59,0.95,1.5,4,2.4764026316079497
487,2209.0,12.777777777777777,4.0,0.65,1.88,1.65,4,1.7109914001988864
488,2214.0,33.333333333333336,2.32,0.65,0.89,2.5,4,0.5701256835173962
489,2216.0,15.277777777777777,0.07,0.53,2.12,2.5,4,1.7908093726296288
490,2222.0,33.333333333333336,4.0,0.8,1.16,2.5,4,1.9056705885058705
491,2230.0,31.11111111111111,0.79,0.83,1.58,2.5,4,0.722500140988128
492,2239.0,33.333333333333336,4.0,0.65,1.31,2.5,4,1.400121649385337
493,2241.0,15.277777777777777,4.0,0.5,1.64,2.5,4,0.949851096964416
494,2250.0,33.333333333333336,4.0,0.71,2.5,2.5,4,1.4751754358451814
495,2251.0,33.333333333333336,1.3,1.01,2.5,2.5,4,3.6840699586854053
496,2259.0,19.444444444444443,4.0,0.53,2.03,1.5,4,0.7591586476065485
497,2260.0,33.333333333333336,4.0,0.5,0.86,1.71,4,1.4187297528557627
498,2261.0,16.11111111111111,1.12,0.68,0.8,2.37,4,1.374886042877384
499,2263.0,24.444444444444443,4.0,0.56,1.04,2.5,4,2.002047032445107
